Entity,Year,Gold_true,Gold_trend,Gold_trend_std,Total_true,Total_trend,Total_trend_std,Split
Australia,1976,0.0,6.678030776977539,0.6616594497046521,5.0,21.15471839904785,1.0580956683735234,train
Australia,1980,2.0,4.346621179580689,0.4477896701115454,9.0,14.573502349853516,0.5173657539073039,train
Australia,1984,4.0,3.385279417037964,0.2348364414977682,24.0,11.62067985534668,0.21927411645196443,train
Australia,1988,3.0,4.0185857772827145,0.348114595660458,14.0,13.580774879455566,1.7523008974269654,train
Australia,1992,7.0,4.655447387695313,0.1243751517521985,27.0,15.543211746215821,0.9843756228334164,train
Australia,1996,9.0,7.981788539886475,1.022663569692423,41.0,24.694076919555663,3.3207642601491383,train
Australia,2000,16.0,11.536563110351562,1.8239068616312526,58.0,33.98490219116211,4.883790160073792,train
Australia,2004,17.0,18.3654052734375,0.6224266745579291,50.0,51.723184204101564,2.019006179112008,train
Australia,2008,14.0,21.88250732421875,0.8255014396854143,46.0,60.80520248413086,1.9144241795501127,train
Australia,2012,8.0,22.987114715576173,1.7483484348228764,35.0,63.69016342163086,3.5954527830687364,train
Australia,2016,8.0,18.733064651489258,2.086127175644967,29.0,52.90238265991211,4.048924097612045,train
Australia,2020,17.0,14.237295341491699,1.8003544550370425,46.0,41.24702529907226,3.5105738193887923,val
Australia,2024,18.0,14.883525848388672,1.2730041475088794,53.0,42.72383346557617,2.3601379380528935,val
Austria,1964,0.0,0.960435938835144,0.18049194316521514,0.0,3.3696635246276854,1.0092545968916404,train
Austria,1968,0.0,0.8111027956008912,0.1460250957279331,4.0,2.875922107696533,0.872740738577151,train
Austria,1972,0.0,0.917020297050476,0.18002446330361926,3.0,3.2285337448120117,0.9841038180091549,train
Austria,1976,0.0,0.9075711250305176,0.21470026180921412,1.0,3.203053855895996,1.0755932551765415,train
Austria,1980,1.0,0.8755735397338867,0.1842233948403888,4.0,3.1017328262329102,0.9691336440827696,train
Austria,1984,1.0,1.0601068019866944,0.204966617444107,3.0,3.6943821907043457,1.0861949122921604,train
Austria,1988,1.0,1.1488246679306031,0.1787518445691858,1.0,3.980368232727051,1.0393839533504041,train
Austria,1992,0.0,1.144014573097229,0.11889049362109799,2.0,3.9647903442382812,0.8644290327046866,train
Austria,1996,0.0,0.955597972869873,0.13428746355198565,3.0,3.35396671295166,0.866295855403889,train
Austria,2000,2.0,0.9115314245223999,0.17566842808778504,3.0,3.211737632751465,0.9705025219877934,train
Austria,2004,2.0,1.1919504880905152,0.19328490797840808,7.0,4.116157054901123,1.091798285626868,train
Austria,2008,0.0,1.6519761085510254,0.20817260742931382,3.0,5.576764678955078,1.2165414076452623,train
Austria,2012,0.0,1.4198973417282104,0.12230345404654312,0.0,4.8594612121582035,0.8821177470711601,train
Austria,2016,0.0,1.027283215522766,0.12377031970611613,1.0,3.5979334831237795,0.7874419719625758,train
Austria,2020,1.0,0.7424118757247925,0.17592843860388568,7.0,2.6478272438049317,0.9308571565692675,val
Austria,2024,2.0,1.145458984375,0.25381445129967534,5.0,3.970181179046631,1.2472510072751297,val
Azerbaijan,1964,0.0,0.6206924676895141,0.16948130963684352,0.0,2.2302955627441405,0.8996627944026236,train
Azerbaijan,1968,0.0,0.6206924676895141,0.16948130963684352,0.0,2.2302955627441405,0.8996627944026236,train
Azerbaijan,1972,0.0,0.6206924676895141,0.16948130963684352,0.0,2.2302955627441405,0.8996627944026236,train
Azerbaijan,1976,0.0,0.6206924676895141,0.16948130963684352,0.0,2.2302955627441405,0.8996627944026236,train
Azerbaijan,1980,0.0,0.6206924676895141,0.16948130963684352,0.0,2.2302955627441405,0.8996627944026236,train
Azerbaijan,1984,0.0,0.6206924676895141,0.16948130963684352,0.0,2.2302955627441405,0.8996627944026236,train
Azerbaijan,1988,0.0,0.6206924676895141,0.16948130963684352,0.0,2.2302955627441405,0.8996627944026236,train
Azerbaijan,1992,0.0,0.6206924676895141,0.16948130963684352,0.0,2.2302955627441405,0.8996627944026236,train
Azerbaijan,1996,0.0,0.6206924676895141,0.16948130963684352,1.0,2.2302955627441405,0.8996627944026236,train
Azerbaijan,2000,2.0,0.6676949024200439,0.1798028624525253,3.0,2.3903839111328127,0.9376466183522708,train
Azerbaijan,2004,1.0,1.0549384832382203,0.1832623407248093,5.0,3.6636013984680176,1.0584094936127022,train
Azerbaijan,2008,1.0,1.3094268798828126,0.17477586262448128,6.0,4.49457311630249,1.0687986815309853,train
Azerbaijan,2012,2.0,1.561672616004944,0.1644966428367992,9.0,5.306677150726318,1.0625832604111072,train
Azerbaijan,2016,1.0,1.970405101776123,0.2666394541713649,18.0,6.592250728607178,1.4004358347415822,train
Azerbaijan,2020,0.0,2.7493796825408934,0.42195769194351057,7.0,9.04016752243042,1.9660840840028535,val
Azerbaijan,2024,2.0,2.389462947845459,0.30456231503474324,7.0,7.961865520477295,1.5384425602498941,val
Bahamas,1964,1.0,0.6543103933334351,0.17200575097891496,1.0,2.345773696899414,0.9109589525521297,train
Bahamas,1968,0.0,0.8096150875091552,0.1629371437578559,0.0,2.8640886306762696,0.9452855360158181,train
Bahamas,1972,0.0,0.7248416185379029,0.14545758521943367,0.0,2.57936372756958,0.8675145975297976,train
Bahamas,1976,0.0,0.6938234806060791,0.14020308121268288,0.0,2.4745019912719726,0.836497773883686,train
Bahamas,1980,0.0,0.6206924676895141,0.16948130963684352,0.0,2.2302955627441405,0.8996627944026236,train
Bahamas,1984,0.0,0.6206924676895141,0.16948130963684352,0.0,2.2302955627441405,0.8996627944026236,train
Bahamas,1988,0.0,0.6206924676895141,0.16948130963684352,0.0,2.2302955627441405,0.8996627944026236,train
Bahamas,1992,0.0,0.6206924676895141,0.16948130963684352,1.0,2.2302955627441405,0.8996627944026236,train
Bahamas,1996,0.0,0.6676949024200439,0.1798028624525253,1.0,2.3903839111328127,0.9376466183522708,train
Bahamas,2000,2.0,0.7015465259552002,0.1823306339789058,3.0,2.506655788421631,0.9495006974017732,train
Bahamas,2004,1.0,1.083069396018982,0.18292715777009577,2.0,3.7565990447998048,1.0572856616002275,train
Bahamas,2008,0.0,1.136468505859375,0.13321169111714753,2.0,3.9340818405151365,0.9310842562375968,train
Bahamas,2012,1.0,1.0538411378860473,0.1127341233792698,1.0,3.6728172302246094,0.8123667944477624,train
Bahamas,2016,1.0,0.961859130859375,0.13923635184660346,2.0,3.370494747161865,0.9001996190503299,train
Bahamas,2020,2.0,1.0006777763366699,0.14906821793751796,2.0,3.4958517074584963,0.946220132020026,val
Bahamas,2024,0.0,1.20636088848114,0.11582121739307207,0.0,4.14893684387207,0.9146948209344101,val
Belarus,1964,0.0,0.6206924676895141,0.16948130963684352,0.0,2.2302955627441405,0.8996627944026236,train
Belarus,1968,0.0,0.6206924676895141,0.16948130963684352,0.0,2.2302955627441405,0.8996627944026236,train
Belarus,1972,0.0,0.6206924676895141,0.16948130963684352,0.0,2.2302955627441405,0.8996627944026236,train
Belarus,1976,0.0,0.6206924676895141,0.16948130963684352,0.0,2.2302955627441405,0.8996627944026236,train
Belarus,1980,0.0,0.6206924676895141,0.16948130963684352,0.0,2.2302955627441405,0.8996627944026236,train
Belarus,1984,0.0,0.6206924676895141,0.16948130963684352,0.0,2.2302955627441405,0.8996627944026236,train
Belarus,1988,0.0,0.6206924676895141,0.16948130963684352,0.0,2.2302955627441405,0.8996627944026236,train
Belarus,1992,0.0,0.6206924676895141,0.16948130963684352,0.0,2.2302955627441405,0.8996627944026236,train
Belarus,1996,1.0,0.6206924676895141,0.16948130963684352,15.0,2.2302955627441405,0.8996627944026236,train
Belarus,2000,3.0,1.6016594171524048,0.4032868962305612,17.0,5.432735729217529,1.7427493126178872,train
