variant,epochs_run_mean,epochs_run_std,best_epoch_mean,best_epoch_std,best_val_score_mean,best_val_score_std,n_train_mean,n_train_std,n_val_mean,n_val_std,train_MSE_gold_mean,train_MSE_gold_std,train_RMSE_gold_mean,train_RMSE_gold_std,train_MAE_gold_mean,train_MAE_gold_std,train_MAPE_gold_mean,train_MAPE_gold_std,train_WMAE_true_gold_mean,train_WMAE_true_gold_std,train_WMAE_plus1_gold_mean,train_WMAE_plus1_gold_std,train_MSE_total_mean,train_MSE_total_std,train_RMSE_total_mean,train_RMSE_total_std,train_MAE_total_mean,train_MAE_total_std,train_MAPE_total_mean,train_MAPE_total_std,train_WMAE_true_total_mean,train_WMAE_true_total_std,train_WMAE_plus1_total_mean,train_WMAE_plus1_total_std,train_host_acc_mean,train_host_acc_std,train_host_f1_mean,train_host_f1_std,train_host_auc_mean,train_host_auc_std,val_MSE_gold_mean,val_MSE_gold_std,val_RMSE_gold_mean,val_RMSE_gold_std,val_MAE_gold_mean,val_MAE_gold_std,val_MAPE_gold_mean,val_MAPE_gold_std,val_WMAE_true_gold_mean,val_WMAE_true_gold_std,val_WMAE_plus1_gold_mean,val_WMAE_plus1_gold_std,val_MSE_total_mean,val_MSE_total_std,val_RMSE_total_mean,val_RMSE_total_std,val_MAE_total_mean,val_MAE_total_std,val_MAPE_total_mean,val_MAPE_total_std,val_WMAE_true_total_mean,val_WMAE_true_total_std,val_WMAE_plus1_total_mean,val_WMAE_plus1_total_std,val_host_acc_mean,val_host_acc_std,val_host_f1_mean,val_host_f1_std,val_host_auc_mean,val_host_auc_std
main,13.0,5.796550698475776,7.0,5.796550698475776,6.069925370107171,0.2610089532530281,1148.0,0.0,164.0,0.0,15.538553347937055,0.9793776411788648,3.93989697124601,0.1255595631704978,1.7562517474752686,0.0416036959823975,80.32982877337022,7.213890756275788,7.741131980043735,0.3771704899429806,6.238038016580904,0.2811102456526038,82.6598063647265,4.748262792995314,9.08797102000673,0.2618952161539829,4.341983409708801,0.2681229567676693,159.75160607919366,37.05594471258577,16.105774191350154,0.9425338304677624,13.15131525078479,0.6710664373418076,0.9878048780487806,1.1102230246251563e-16,0.0,0.0,0.5752330561854371,0.3173027169621373,11.6115115592437,1.0132731514082534,3.4042439613780564,0.150448033103567,1.7760712516017076,0.0294320347933938,85.33180006630273,3.799770931958781,3.5621800211913714,0.114488360498738,3.2045220990757364,0.0940746936709413,65.44138672950508,4.359371731705163,8.085066746025507,0.2703376441001306,4.102010595507737,0.1430272976037295,125.42160048607528,17.486571899817232,8.577670480422393,0.452476794116552,7.681445546202608,0.3360235261531556,0.9878048780487806,1.1102230246251563e-16,0.0,0.0,0.904320987654321,0.0519399604147225
